outageID|percentageFailedTraceroutes|percentageCouldPredictNextIP|problemPrefixes|problemAS
21|93.43657817109144|31.886345698500396|set(['192.5.5.0/24', '27.0.9.0/24', '193.0.0.0/21', '163.47.80.0/22', '180.211.160.0/19', '103.12.72.0/24', '61.246.0.0/16', '158.64.0.0/16', '103.7.251.0/24', '103.4.109.0/24', '216.6.0.0/17', '202.79.197.0/24', '192.36.148.0/24', '213.128.128.0/19', '61.247.178.0/23', '203.48.0.0/14', '103.4.110.0/23', '193.170.0.0/15', '212.191.224.0/24', '103.9.112.0/24', '78.152.32.0/19', '103.12.74.0/23', '125.21.0.0/16', '59.152.96.0/24', '125.17.96.0/21', '202.12.27.0/24', '103.16.152.0/22', '192.203.230.0/24', '180.87.0.0/17', '103.9.113.0/24', '103.7.248.0/22', '91.221.196.0/23', '114.130.0.0/17', '123.49.0.0/18'])|set(['8501', '63969', '1221', '29216', '9498', '6453', '45903', '17806', '12731', '10102', '3557', '17494', '132602', '5580', '38031', '1853', '42', '197495', '45588', '2602', '58629', '3333', '58587', '58601', '7500', '297'])
37|79.16666666666666|52.63157894736842|set(['210.173.160.0/19', '145.254.0.0/16', '185.42.136.0/22', '154.48.0.0/12', '89.106.216.0/21', '213.133.96.0/19', '63.224.0.0/12', '72.52.92.0/24', '143.56.0.0/16', '213.192.184.0/21', '199.16.94.0/24', '213.155.128.0/19', '78.46.0.0/15', '192.112.36.0/24', '139.97.0.0/16', '213.239.192.0/18', '58.138.0.0/17', '4.0.0.0/8', '193.190.0.0/15', '130.117.0.0/16', '199.16.95.0/24'])|set(['6939', '24940', '2611', '719', '668', '209', '7521', '6667', '2497', '39702', '3356', '7342', '3209', '8674', '174', '5927', '1299'])
19|22.22222222222222|0.0|set([])|set([])
59|38.46153846153847|20.0|set(['176.52.248.0/21'])|set(['12956'])
42|97.63458401305057|80.28404344193818|set(['107.14.16.0/20', '72.230.0.0/16', '64.57.20.0/23', '184.105.248.0/21', '66.109.0.0/20', '65.29.0.0/18', '204.210.64.0/19', '24.93.64.0/19', '154.48.0.0/12', '64.86.0.0/16', '65.44.0.0/14', '24.58.0.0/15', '213.248.64.0/18'])|set(['174', '11164', '11351', '6453', '1299', '2828', '10796', '6939', '7843', '11426'])
54|41.17647058823529|27.32919254658385|set(['41.86.232.0/21', '154.48.0.0/12', '65.100.13.0/24', '63.224.0.0/12', '77.72.224.0/21', '195.60.76.0/23', '109.105.96.0/20', '63.146.0.0/19', '41.222.192.0/23', '195.66.224.0/22', '64.124.0.0/15', '213.239.192.0/18', '192.112.36.0/24', '66.198.128.0/18', '80.231.0.0/16', '129.250.0.0/16', '94.142.96.0/19', '198.41.0.0/24', '154.24.0.0/13', '193.251.240.0/20', '94.186.128.0/17'])|set(['48918', '12956', '2914', '8674', '3910', '2603', '209', '36620', '34984', '6453', '24940', '37090', '36631', '5927', '3223', '6461', '5511', '174', '36619', '36622'])
3|95.08050089445437|90.40451552210725|set(['81.187.0.0/16', '199.252.154.0/24', '192.112.36.0/24', '217.169.0.0/19', '193.176.144.0/24', '90.155.53.0/24', '81.187.30.0/23', '192.65.184.0/21'])|set(['513', '1140', '5927', '20712', '721'])
14|96.10983981693364|92.14285714285714|set(['210.173.160.0/19', '132.147.112.0/24', '80.94.64.0/20', '200.16.114.0/24'])|set(['7521', '18106', '27678', '5580'])
38|71.91011235955057|58.59375|set(['213.242.64.0/18', '185.42.136.0/22', '192.5.5.0/24', '63.224.0.0/12', '193.156.0.0/15', '143.56.0.0/16', '62.205.128.0/19', '80.249.208.0/21', '213.192.184.0/21', '93.176.64.0/18', '192.112.36.0/24', '185.27.112.0/22', '194.109.0.0/16'])|set(['3557', '47872', '668', '209', '31027', '6667', '1200', '59469', '29632', '5927', '3265', '8674', '224', '3356'])
23|94.11764705882352|84.375|set(['41.222.192.0/23', '193.251.240.0/20'])|set(['5511', '37090'])
63|96.5376782077393|96.62447257383965|set(['140.6.0.0/16', '103.245.240.0/22', '202.144.128.0/19'])|set(['768', '17660'])
35|47.94520547945205|20.0|set(['140.6.0.0/16', '217.118.112.0/20', '176.52.248.0/21'])|set(['12956', '768', '8928'])
75|40.83668098074526|11.49932157394844|set(['199.7.48.0/24', '192.5.5.0/24', '80.74.32.0/20', '185.66.200.0/22', '213.155.128.0/19', '213.178.64.0/19', '62.40.96.0/19', '4.0.0.0/8', '192.33.4.0/24', '192.36.148.0/24', '195.113.0.0/16', '12.0.0.0/8', '199.7.83.0/24', '75.0.0.0/11', '147.229.224.0/19', '130.152.0.0/16', '82.112.96.0/19', '213.133.96.0/19', '78.46.0.0/15', '199.16.95.0/24', '200.7.84.0/23', '129.250.0.0/16', '78.152.32.0/19', '212.162.0.0/18', '81.95.0.0/20', '192.205.36.0/23', '104.0.0.0/12', '143.129.0.0/16', '130.117.0.0/16', '84.205.83.0/24', '192.228.79.0/24', '84.116.0.0/16', '192.203.230.0/24', '203.178.128.0/17', '199.16.94.0/24', '192.112.36.0/24', '143.56.0.0/16', '89.203.128.0/17', '62.115.0.0/16', '63.144.0.0/12'])|set(['20884', '2611', '668', '6830', '7342', '7018', '29216', '174', '197451', '3557', '5580', '201702', '42', '12654', '1299', '20965', '201011', '13101', '2500', '2914', '20144', '209', '2852', '5927', '24940', '3356', '25512', '226', '28000', '36617', '297', '2149'])
